text,term_true,cat_true,pol_true,analysis
the best laptop i ' ve owned .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': ""the best laptop i ' ve owned"", 'sentiment': 'positive'}]"
bought it for my grandson for college and he loves it .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'bought it for my grandson for college', 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Laptop', 'segment': 'he loves it', 'sentiment': 'positive'}]"
"overall , this is an excellent machine .",['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'this is an excellent machine', 'sentiment': 'positive'}]"
"good durability , outstanding performance and portability .","['LAPTOP', 'LAPTOP', 'LAPTOP']","['QUALITY', 'OPERATION_PERFORMANCE', 'PORTABILITY']","['2', '2', '2']","[{'category': 'Quality', 'aspect': 'Laptop', 'segment': 'good durability', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'outstanding performance', 'sentiment': 'positive'}, {'category': 'Portability', 'aspect': 'Laptop', 'segment': 'outstanding portability', 'sentiment': 'positive'}]"
response is excellent .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Response_Time', 'segment': 'response is excellent', 'sentiment': 'positive'}]"
battery life appears to be excellent,['BATTERY'],['GENERAL'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'battery life appears to be excellent', 'sentiment': 'positive'}]"
- laptop is light .,['LAPTOP'],['PORTABILITY'],['2'],"[{'category': 'Portability', 'aspect': 'Laptop', 'segment': 'laptop is light', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'the monitor is the perfect size', 'sentiment': 'positive'}]"
generous selection of ports ( this is in reference to the newer model ),['PORTS'],['DESIGN_FEATURES'],['2'],"[{'category': 'Connectivity', 'aspect': 'Ports', 'segment': 'generous selection of ports', 'sentiment': 'positive'}]"
"LAPTOP is sleek and dare i say , sexy","['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'sleek and dare i say , sexy', 'sentiment': 'positive'}]"
i enjoy the processing speed of this model .,['CPU'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'i enjoy the processing speed of this model', 'sentiment': 'positive'}]"
"fast shipping , product exactly as described , authentic apple , new , factory sealed in box .","['SHIPPING', 'LAPTOP']","['QUALITY', 'GENERAL']","['2', '2']","[{'category': 'Quality', 'aspect': 'Shipping', 'segment': 'fast shipping', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Product', 'segment': 'product exactly as described', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Product', 'segment': 'authentic apple', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Product', 'segment': 'new', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Product', 'segment': 'factory sealed in box', 'sentiment': 'positive'}]"
loving the sharp display and the track pad .,"['DISPLAY', 'KEYBOARD']","['QUALITY', 'GENERAL']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'loving the sharp display', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Trackpad', 'segment': 'loving the track pad', 'sentiment': 'positive'}]"
i am in love with how light and speedy it is .,"['LAPTOP', 'LAPTOP', 'LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2', '2', '2']","[{'category': 'Portability', 'aspect': 'Laptop', 'segment': 'how light', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'speedy', 'sentiment': 'positive'}]"
i love this macbook .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Macbook', 'segment': 'i love this macbook', 'sentiment': 'positive'}]"
great product,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'great product', 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Laptop', 'segment': 'would recommend to anyone', 'sentiment': 'positive'}]"
this is an amazing computer i bought from cellelectronics .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'this is an amazing computer', 'sentiment': 'positive'}]"
they put a lot of thought and work into making sure that the hardware and software work real well together .,"['COMPANY', 'HARDWARE', 'SOFTWARE']","['GENERAL', 'GENERAL', 'GENERAL']","['2', '2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Software', 'segment': 'they put a lot of thought and work into making sure that the hardware and software work real well together', 'sentiment': 'positive'}]"
obviously great computer,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Price', 'aspect': 'Laptop', 'segment': 'obviously great computer for the price', 'sentiment': 'positive'}]"
"very nice laptop , i love its portable feature and the running speed is very fast .","['LAPTOP', 'LAPTOP', 'CPU']","['GENERAL', 'PORTABILITY', 'OPERATION_PERFORMANCE']","['2', '2', '2']","[{'category': 'General', 'aspect': 'Laptop', 'segment': 'very nice laptop', 'sentiment': 'positive'}, {'category': 'Portability', 'aspect': 'Laptop', 'segment': 'i love its portable feature', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'the running speed is very fast', 'sentiment': 'positive'}]"
the only issue i have with it ( and hence the four star rating ) is the battery life .,['BATTERY'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'the only issue i have with it is the battery life', 'sentiment': 'negative'}]"
"it is thinner , and lighter .","['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'it is thinner', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'lighter', 'sentiment': 'positive'}]"
awesome computer .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'awesome computer', 'sentiment': 'positive'}]"
the shipping was fast and the seller was great,"['SHIPPING', 'SUPPORT']","['OPERATION_PERFORMANCE', 'GENERAL']","['2', '2']","[{'category': 'Quality', 'aspect': 'Shipping', 'segment': 'the shipping was fast', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Seller', 'segment': 'the seller was great', 'sentiment': 'positive'}]"
the mac is great besides a chip under the mouse pad .,"['LAPTOP', 'KEYBOARD']","['GENERAL', 'DESIGN_FEATURES']","['2', '0']","[{'category': 'General', 'aspect': 'Laptop', 'segment': 'the mac is great', 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Laptop', 'segment': 'besides a chip under the mouse pad', 'sentiment': 'negative'}]"
the design is beautiful and the force feedback track pad is amazing .,"['LAPTOP', 'KEYBOARD']","['DESIGN_FEATURES', 'GENERAL']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'the design is beautiful', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Trackpad', 'segment': 'the force feedback track pad is amazing', 'sentiment': 'positive'}]"
yeah the new mac book is lighter and only a little small but the internals are a lot slower .,"['LAPTOP', 'HARDWARE']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '0']","[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'the internals are a lot slower', 'sentiment': 'negative'}]"
love this computer !,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'love this computer', 'sentiment': 'positive'}]"
"force touch trackpad , pretty freakin awesome .",['KEYBOARD'],['GENERAL'],['2'],"[{'category': 'Design_Features', 'aspect': 'Trackpad', 'segment': 'force touch trackpad', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Trackpad', 'segment': 'pretty freakin awesome', 'sentiment': 'positive'}]"
works like a charm and the retina display is super gorgeous .,['DISPLAY'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Retina_Display', 'segment': 'works like a charm', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Retina_Display', 'segment': 'the retina display is super gorgeous', 'sentiment': 'positive'}]"
the laptop arrived in excellent condition .,['SHIPPING'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Quality', 'aspect': 'Shipping', 'segment': 'the laptop arrived in excellent condition', 'sentiment': 'positive'}]"
"i absolutely love the programs that come with it ; how the mac itself functions , the appearance and quality of the mac .",['SOFTWARE'],['GENERAL'],['2'],"[{'category': 'Usability', 'aspect': 'OS', 'segment': 'i absolutely love the programs that come with it', 'sentiment': 'positive'}, {'category': 'Usability', 'aspect': 'OS', 'segment': 'how the mac itself functions', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Appearance', 'segment': 'the appearance', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Mac', 'segment': 'the quality of the mac', 'sentiment': 'positive'}]"
"battery life thus far isn ' t nearly as long as i thought it would be , based upon video reviews of this model and item description .",['BATTERY'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': ""battery life thus far isn ' t nearly as long"", 'sentiment': 'negative'}]"
this macbook is such a blessing and i would feel somewhat lost without it .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Macbook', 'segment': 'this macbook is such a blessing', 'sentiment': 'positive'}]"
"if you ' re considering getting this macbook , proceed with confidence .",['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Recommendation', 'aspect': 'Macbook', 'segment': ""if you ' re considering getting this macbook , proceed with confidence"", 'sentiment': 'positive'}]"
the ss hard drive has next to zero lag over traditional drives .,['HARD_DISC'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Hard_Disc', 'segment': 'the ss hard drive has next to zero lag over traditional drives', 'sentiment': 'positive'}]"
it ' s far away from meeting my expectations .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': ""it ' s far away from meeting my expectations"", 'sentiment': 'negative'}]"
i really like how it isn ' t bulky .,['LAPTOP'],['DESIGN_FEATURES'],['2'],"[{'category': 'Design_Features', 'aspect': 'Laptop', 'segment': ""isn ' t bulky"", 'sentiment': 'positive'}]"
great price and customer service,"['LAPTOP', 'SUPPORT']","['PRICE', 'GENERAL']","['2', '2']","[{'category': 'Price', 'aspect': 'Laptop', 'segment': 'great price', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Customer Service', 'segment': 'customer service', 'sentiment': 'positive'}]"
"however , i have an iphone and an ipad and the macbook does a great job syncing up everything on all three devises .",['LAPTOP'],['USABILITY'],['2'],"[{'category': 'Connectivity', 'aspect': 'Apple_Devices', 'segment': 'does a great job syncing up everything on all three devises', 'sentiment': 'positive'}]"
laptop works perfect however i did get a used charger that only lasted a week .,"['LAPTOP', 'POWER_SUPPLY']","['OPERATION_PERFORMANCE', 'QUALITY']","['2', '0']","[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'laptop works perfect', 'sentiment': 'positive'}, {'category': 'Connectivity', 'aspect': 'Charger', 'segment': 'used charger that only lasted a week', 'sentiment': 'negative'}]"
awesome machine .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'awesome machine', 'sentiment': 'positive'}]"
costs a few bucks $ $ $ more but apple products are the best on the market .,['COMPANY'],['GENERAL'],['2'],"[{'category': 'Price', 'aspect': 'Apple', 'segment': 'costs a few bucks $ $ $ more', 'sentiment': 'negative'}, {'category': 'Price', 'aspect': 'Apple', 'segment': 'apple products are the best on the market', 'sentiment': 'positive'}]"
"this computer is great for playing videos in a classroom setting of 10 people , connecting to an hdmi tv to show videos and powerpoints , and has a fantastic battery life .","['LAPTOP', 'BATTERY']","['OPERATION_PERFORMANCE', 'QUALITY']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'fantastic battery life', 'sentiment': 'positive'}, {'category': 'Connectivity', 'aspect': 'Ports', 'segment': 'connecting to an hdmi tv', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Video', 'segment': 'great for playing videos', 'sentiment': 'positive'}]"
great price .,['LAPTOP'],['PRICE'],['2'],"[{'category': 'Price', 'aspect': 'Laptop', 'segment': 'great price', 'sentiment': 'positive'}]"
great computer !,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'great computer', 'sentiment': 'positive'}]"
i ' ve been using this laptop for 1 year and no issues with the deliver nor the computer .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Quality', 'aspect': 'Shipping', 'segment': 'no issues with the delivery', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Laptop', 'segment': 'no issues with the computer', 'sentiment': 'positive'}]"
great prodcut,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'great prodcut', 'sentiment': 'positive'}]"
i did not like the new 2016 model due to the lack of ports and magsafe connector .,['LAPTOP'],['DESIGN_FEATURES'],['0'],"[{'category': 'Connectivity', 'aspect': 'Ports', 'segment': 'lack of ports', 'sentiment': 'negative'}, {'category': 'Connectivity', 'aspect': 'Ports', 'segment': 'magsafe connector', 'sentiment': 'negative'}]"
shipping was fast and product came as described .,"['SHIPPING', 'LAPTOP']","['OPERATION_PERFORMANCE', 'GENERAL']","['2', '2']","[{'category': 'Quality', 'aspect': 'Shipping', 'segment': 'shipping was fast', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Shipping', 'segment': 'product came as described', 'sentiment': 'positive'}]"
