text,term_true,cat_true,pol_true,analysis,term,cat,pol,seg
"hard reboot , reset , refresh + power , esc + refresh + power , charging , letting it drain , nothing brought it back to life .",['LAPTOP'],['USABILITY'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Hard reboot', 'segment': 'hard reboot', 'sentiment': 'neutral', 'review_id': 229}, {'category': 'Operation_Performance', 'aspect': 'Reset', 'segment': 'reset', 'sentiment': 'neutral', 'review_id': 229}, {'category': 'Operation_Performance', 'aspect': 'Refresh', 'segment': 'refresh', 'sentiment': 'neutral', 'review_id': 229}, {'category': 'Operation_Performance', 'aspect': 'Power', 'segment': 'power', 'sentiment': 'neutral', 'review_id': 229}, {'category': 'Operation_Performance', 'aspect': 'Esc', 'segment': 'esc', 'sentiment': 'neutral', 'review_id': 229}, {'category': 'Operation_Performance', 'aspect': 'Refresh', 'segment': 'refresh', 'sentiment': 'neutral', 'review_id': 229}, {'category': 'Operation_Performance', 'aspect': 'Power', 'segment': 'power', 'sentiment': 'neutral', 'review_id': 229}, {'category': 'Operation_Performance', 'aspect': 'Charging', 'segment': 'charging', 'sentiment': 'neutral', 'review_id': 229}, {'category': 'Operation_Performance', 'aspect': 'Letting it drain', 'segment': 'letting it drain', 'sentiment': 'neutral', 'review_id': 229}, {'category': 'Operation_Performance', 'aspect': 'Nothing', 'segment': 'nothing', 'sentiment': 'neutral', 'review_id': 229}, {'category': 'Operation_Performance', 'aspect': 'Brought it back to life', 'segment': 'brought it back to life', 'sentiment': 'neutral', 'review_id': 229}]","['Hard reboot', 'Reset', 'Refresh', 'Power', 'Esc', 'Refresh', 'Power', 'Charging', 'Letting it drain', 'Nothing', 'Brought it back to life']","['Operation_Performance', 'Operation_Performance', 'Operation_Performance', 'Operation_Performance', 'Operation_Performance', 'Operation_Performance', 'Operation_Performance', 'Operation_Performance', 'Operation_Performance', 'Operation_Performance', 'Operation_Performance']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['hard reboot', 'reset', 'refresh', 'power', 'esc', 'refresh', 'power', 'charging', 'letting it drain', 'nothing', 'brought it back to life']"
"needless to say trip number three to best buy was a pure return , since being 0 / 2 on such an expensive device leaves a bad taste , you know ?",['LAPTOP'],['PRICE'],['0'],[],[],[],[],[]
"gorgeous screen , small profile , lightweight , built in stylus , i could go on and on about how awesome this thing was .","['DISPLAY', 'LAPTOP', 'LAPTOP', 'HARDWARE']","['DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'gorgeous screen', 'sentiment': 'positive', 'review_id': 231}, {'category': 'Design_Features', 'aspect': 'Profile', 'segment': 'small profile', 'sentiment': 'positive', 'review_id': 231}, {'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'lightweight', 'sentiment': 'positive', 'review_id': 231}, {'category': 'Design_Features', 'aspect': 'Stylus', 'segment': 'built in stylus', 'sentiment': 'positive', 'review_id': 231}]","['Screen', 'Profile', 'Laptop', 'Stylus']","['Design_Features', 'Design_Features', 'Design_Features', 'Design_Features']","[2, 2, 2, 2]","['gorgeous screen', 'small profile', 'lightweight', 'built in stylus']"
"this review might be dismissed as i am missing the ` ` verified purchase ` ` stamp , which is fair .",['SUPPORT'],['GENERAL'],['1'],[],[],[],[],[]
i wouldn ' t recommend this as a starting computer for children because they ' d learn incorrect navigation and have to adapt later to standard laptops .,['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Computer', 'segment': ""i wouldn ' t recommend this as a starting computer for children because they ' d learn incorrect navigation and have to adapt later to standard laptops"", 'sentiment': 'negative', 'review_id': 233}]",['Computer'],['Operation_Performance'],[0],"[""i wouldn ' t recommend this as a starting computer for children because they ' d learn incorrect navigation and have to adapt later to standard laptops""]"
"look , dont buy it .",['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'look', 'segment': 'look', 'sentiment': 'negative', 'review_id': 234}, {'category': 'Recommendation', 'aspect': 'buy', 'segment': 'dont buy it', 'sentiment': 'negative', 'review_id': 234}]","['look', 'buy']","['Operation_Performance', 'Recommendation']","[0, 0]","['look', 'dont buy it']"
the screen does look good .,['DISPLAY'],['GENERAL'],['2'],"[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'the screen does look good', 'sentiment': 'positive', 'review_id': 235}]",['Screen'],['Design_Features'],[2],['the screen does look good']
terrible quality and not really enjoyable to use apps on the playstore .,"['LAPTOP', 'SOFTWARE']","['QUALITY', 'GENERAL']","['0', '0']","[{'category': 'Quality', 'aspect': 'Quality', 'segment': 'terrible quality', 'sentiment': 'negative', 'review_id': 236}, {'category': 'Usability', 'aspect': 'Apps', 'segment': 'not really enjoyable to use apps', 'sentiment': 'negative', 'review_id': 236}]","['Quality', 'Apps']","['Quality', 'Usability']","[0, 0]","['terrible quality', 'not really enjoyable to use apps']"
battery life its ok .,['BATTERY'],['GENERAL'],['1'],"[{'category': 'Battery', 'aspect': 'Battery', 'segment': 'battery life its ok', 'sentiment': 'neutral', 'review_id': 237}]",['Battery'],['Battery'],[1],['battery life its ok']
"then i got it home , worked with it for awhile , and realized just how easy it is to misfire unless you land dead nuts center in the middle of the key on your stroke .",['KEYBOARD'],['GENERAL'],['0'],[],[],[],[],[]
"another star off for android app support , which simply isn ' t ready for prime time .",['SOFTWARE'],['QUALITY'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Android App Support', 'segment': ""android app support , which simply isn ' t ready for prime time"", 'sentiment': 'negative', 'review_id': 239}]",['Android App Support'],['Operation_Performance'],[0],"[""android app support , which simply isn ' t ready for prime time""]"
"i didn ' t find a single android app that was optimized for chrome os ( not that my search was exhaustive , admittedly ) , so was disappointed pretty much every time .",['SOFTWARE'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Android app', 'segment': ""i didn ' t find a single android app that was optimized for chrome os"", 'sentiment': 'negative', 'review_id': 240}, {'category': 'Design_Features', 'aspect': 'Android app', 'segment': 'so was disappointed pretty much every time', 'sentiment': 'negative', 'review_id': 240}]","['Android app', 'Android app']","['Design_Features', 'Design_Features']","[0, 0]","[""i didn ' t find a single android app that was optimized for chrome os"", 'so was disappointed pretty much every time']"
"battery life was mediocre , too , come to think of it .",['BATTERY'],['GENERAL'],['1'],[],[],[],[],[]
amazon gave me the option of returning for refund or trying to have it repaired .,['SUPPORT'],['GENERAL'],['1'],"[{'category': 'Customer_Service', 'aspect': 'Refund', 'segment': 'amazon gave me the option of returning for refund', 'sentiment': 'positive', 'review_id': 242}, {'category': 'Customer_Service', 'aspect': 'Repair', 'segment': 'or trying to have it repaired', 'sentiment': 'positive', 'review_id': 242}]","['Refund', 'Repair']","['Customer_Service', 'Customer_Service']","[2, 2]","['amazon gave me the option of returning for refund', 'or trying to have it repaired']"
"battery is good , display and keyboard are pretty great .","['BATTERY', 'DISPLAY', 'KEYBOARD']","['GENERAL', 'GENERAL', 'GENERAL']","['2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Battery', 'segment': 'battery is good', 'sentiment': 'positive', 'review_id': 243}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'display and keyboard are pretty great', 'sentiment': 'positive', 'review_id': 243}]","['Battery', 'Display']","['Design_Features', 'Design_Features']","[2, 2]","['battery is good', 'display and keyboard are pretty great']"
there ' s nothing ` ` pro ` ` about this tablet .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Tablet', 'segment': ""there ' s nothing ` ` pro ` ` about this tablet"", 'sentiment': 'negative', 'review_id': 244}]",['Tablet'],['Operation_Performance'],[0],"[""there ' s nothing ` ` pro ` ` about this tablet""]"
unless it ' s a really bad baby and chromeos + samsung = bad baby !,"['LAPTOP', 'COMPANY', 'COMPANY']","['GENERAL', 'GENERAL', 'GENERAL']","['0', '0', '0']",[],[],[],[],[]
sounds nice until you realize that your computer just doesn ' t let you do things and then calls it secure .,['LAPTOP'],['DESIGN_FEATURES'],['0'],[],[],[],[],[]
the keyboard lacks a backlight which is inconvenient in low light situations .,['KEYBOARD'],['USABILITY'],['0'],"[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'the keyboard lacks a backlight', 'sentiment': 'negative', 'review_id': 247}, {'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'which is inconvenient in low light situations', 'sentiment': 'negative', 'review_id': 247}]","['Keyboard', 'Keyboard']","['Design_Features', 'Design_Features']","[0, 0]","['the keyboard lacks a backlight', 'which is inconvenient in low light situations']"
"when you stack up all these strengths and offer them at a price of $ 299 , you ' re getting a fairly impressive value proposition here with this chromebook .",['LAPTOP'],['PRICE'],['2'],"[{'category': 'Price', 'aspect': 'Chromebook', 'segment': ""you're getting a fairly impressive value proposition here with this chromebook"", 'sentiment': 'positive', 'review_id': 248}]",['Chromebook'],['Price'],[2],"[""you're getting a fairly impressive value proposition here with this chromebook""]"
"at $ 300 , this is a great purchase .",['LAPTOP'],['PRICE'],['2'],"[{'category': 'Value', 'aspect': 'Price', 'segment': 'at $ 300', 'sentiment': 'positive', 'review_id': 249}, {'category': 'Recommendation', 'aspect': 'Purchase', 'segment': 'this is a great purchase', 'sentiment': 'positive', 'review_id': 249}]","['Price', 'Purchase']","['Value', 'Recommendation']","[2, 2]","['at $ 300', 'this is a great purchase']"
"which leads me to my next point , the omnipresent comments about ` ` this feels like a $ 1000 computer ! ` `",['LAPTOP'],['PRICE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Computer', 'segment': 'the omnipresent comments about ` ` this feels like a $ 1000 computer ! ` `', 'sentiment': 'negative', 'review_id': 250}]",['Computer'],['Operation_Performance'],[0],['the omnipresent comments about ` ` this feels like a $ 1000 computer ! ` `']
this isn ' t say the acer is bad in the abstract ; far from it .,['COMPANY'],['GENERAL'],['2'],[],[],[],[],[]
"it has a nice , oversize trackpad that - like pretty much all chromebooks - is responsive and a pleasure to use .","['KEYBOARD', 'KEYBOARD', 'KEYBOARD', 'KEYBOARD']","['DESIGN_FEATURES', 'DESIGN_FEATURES', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Trackpad', 'segment': 'it has a nice, oversize trackpad', 'sentiment': 'positive', 'review_id': 252}, {'category': 'Design_Features', 'aspect': 'Chromebooks', 'segment': 'like pretty much all chromebooks', 'sentiment': 'positive', 'review_id': 252}, {'category': 'Operation_Performance', 'aspect': 'Trackpad', 'segment': 'is responsive and a pleasure to use', 'sentiment': 'positive', 'review_id': 252}]","['Trackpad', 'Chromebooks', 'Trackpad']","['Design_Features', 'Design_Features', 'Operation_Performance']","[2, 2, 2]","['it has a nice, oversize trackpad', 'like pretty much all chromebooks', 'is responsive and a pleasure to use']"
"the performance never lags , it meets the 10 - 12 hour battery life promise in my usage tests , and it ' s quickly become my go - to computer for both home and work .",['BATTERY'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Performance', 'segment': 'the performance never lags', 'sentiment': 'positive', 'review_id': 253}, {'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'it meets the 10 - 12 hour battery life promise in my usage tests', 'sentiment': 'positive', 'review_id': 253}, {'category': 'General', 'aspect': 'Computer', 'segment': ""and it ' s quickly become my go - to computer for both home and work"", 'sentiment': 'positive', 'review_id': 253}]","['Performance', 'Battery', 'Computer']","['Operation_Performance', 'Operation_Performance', 'General']","[2, 2, 2]","['the performance never lags', 'it meets the 10 - 12 hour battery life promise in my usage tests', ""and it ' s quickly become my go - to computer for both home and work""]"
"this unit not only has a nice aluminum shell ( which is very attractive ) , but it also has a decent keyboard , with much better tactile properties than any chromebooks i ' ve looked at in the past .","['LAPTOP', 'LAPTOP', 'LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Shell', 'segment': 'not only has a nice aluminum shell ( which is very attractive )', 'sentiment': 'positive', 'review_id': 254}, {'category': 'General', 'aspect': 'Keyboard', 'segment': 'also has a decent keyboard', 'sentiment': 'neutral', 'review_id': 254}, {'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': ""with much better tactile properties than any chromebooks i ' ve looked at in the past"", 'sentiment': 'positive', 'review_id': 254}]","['Shell', 'Keyboard', 'Keyboard']","['Design_Features', 'General', 'Design_Features']","[2, 1, 2]","['not only has a nice aluminum shell ( which is very attractive )', 'also has a decent keyboard', ""with much better tactile properties than any chromebooks i ' ve looked at in the past""]"
"when i was comparing this model against other manufacturer ' s / model ' s , the only thing that made me pause was the lack of a card reader / writer .",['PORTS'],['GENERAL'],['0'],"[{'category': 'Design_Features', 'aspect': 'Card Reader', 'segment': 'the only thing that made me pause was the lack of a card reader / writer', 'sentiment': 'negative', 'review_id': 255}]",['Card Reader'],['Design_Features'],[0],['the only thing that made me pause was the lack of a card reader / writer']
i love it !,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Sentiment', 'aspect': 'love', 'segment': 'i love it', 'sentiment': 'positive', 'review_id': 256}]",['love'],['Sentiment'],[2],['i love it']
"this isn ' t a powerhouse , i ' ve never pushed it , it probably wouldn ' t handle the 20 + tabs over multiple windows / desktops that i ' m used to on chrome on the desktop , but for 99 % of ` ` regular people ` ` this is an unbelievably good laptop .",['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],[],[],[],[],[]
the battery life is incredible and charges from 0 % to 100 % in about an hour and a half while in use .,['BATTERY'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Battery', 'aspect': 'Battery Life', 'segment': 'the battery life is incredible', 'sentiment': 'positive', 'review_id': 258}, {'category': 'Battery', 'aspect': 'Charging Time', 'segment': 'charges from 0 % to 100 % in about an hour and a half while in use', 'sentiment': 'positive', 'review_id': 258}]","['Battery Life', 'Charging Time']","['Battery', 'Battery']","[2, 2]","['the battery life is incredible', 'charges from 0 % to 100 % in about an hour and a half while in use']"
